Sgnyea,Prvcnm_id,Prvcnm,Ifa0101,Ifa0102,Ifa0104
2012,220000,吉林省,9511.5371,9262.2341,
2012,230000,黑龙江省,9694.7461,9375.4447,
2012,310000,上海市,5117.6156,5114.6352,
2012,320000,江苏省,30854.2394,30473.7435,
2012,330000,浙江省,17649.3612,17095.9606,
2012,340000,安徽省,15425.8327,14943.8115,
2012,350000,福建省,12439.9351,12182.5161,
2012,360000,江西省,10774.1579,10378.3697,
2012,370000,山东省,31255.9773,30319.7641,
2012,410000,河南省,21449.9985,20558.6138,
2012,420000,湖北省,15578.2914,15148.7079,
2012,430000,湖南省,14523.2404,13966.2585,
2012,440000,广东省,18751.4679,18250.1281,
2012,450000,广西壮族自治区,9808.6135,9345.1791,
2012,460000,海南省,2145.3794,2064.4442,
2012,500000,重庆市,8736.1666,8610.3706,
2012,510000,四川省,17039.9763,16530.3144,
2012,520000,贵州省,5717.8049,5504.9474,
2012,530000,云南省,7831.13,7553.5125,
2012,540000,西藏自治区,670.5168,670.5168,
2012,610000,陕西省,12044.5492,11705.8315,
2012,620000,甘肃省,5145.0277,5040.0347,
2012,630000,青海省,1883.422,1808.666,
2012,640000,宁夏回族自治区,2096.8642,2033.0345,
2012,650000,新疆维吾尔自治区,6158.775,5857.9757,
2012,142,中国,374694.7355,364854.1459,
2013,142,中国,446294.0902,435747.4256,
2013,110000,北京市,6847.0572,6797.5373,
2013,120000,天津市,9130.2486,9103.0109,
2013,130000,河北省,23194.2296,22629.7693,
2013,140000,山西省,11031.8876,10745.345,
2013,150000,内蒙古自治区,14217.3776,14072.3876,
2013,210000,辽宁省,25107.6568,24791.4018,
2013,220000,吉林省,9979.2598,9725.7583,
2013,230000,黑龙江省,11453.0813,11121.2842,
2013,310000,上海市,5647.7911,5644.1312,
2013,320000,江苏省,36373.324,35982.5173,
2013,330000,浙江省,20782.1066,20194.0713,
2013,340000,安徽省,18621.8987,18091.2064,
2013,350000,福建省,15327.4412,15045.8082,
2013,360000,江西省,12850.2527,12434.9494,
2013,370000,山东省,36789.071,35875.8558,
2013,410000,河南省,26087.4583,25188.0603,
2013,420000,湖北省,19307.3308,18796.8523,
2013,430000,湖南省,17841.3974,17225.1861,
2013,440000,广东省,22308.3858,21795.5152,
2013,450000,广西壮族自治区,11907.6669,11383.9294,
2013,460000,海南省,2697.9286,2625.5925,
2013,500000,重庆市,10435.2366,10290.9525,
2013,510000,四川省,20326.1081,19755.2867,
2013,520000,贵州省,7373.6013,7102.7771,
2013,530000,云南省,9968.3008,9621.8329,
2013,540000,西藏自治区,876.0023,876.0023,
2013,610000,陕西省,14884.145,14533.5128,
2013,620000,甘肃省,6527.9384,6407.1982,
2013,630000,青海省,2361.0916,2285.3013,
2013,640000,宁夏回族自治区,2651.1421,2577.7882,
2013,650000,新疆维吾尔自治区,7732.3043,7371.2357,
2014,142,中国,512020.6528,501264.8747,
2014,110000,北京市,6924.2346,6873.4408,
2014,120000,天津市,10518.189,10490.3656,
2014,130000,河北省,26671.9214,26147.1985,
2014,140000,山西省,12354.5298,12035.456,
2014,150000,内蒙古自治区,17591.8261,17437.8467,
2014,210000,辽宁省,24730.803,24426.8339,
2014,220000,吉林省,11339.6212,11107.941,
2014,230000,黑龙江省,9828.9942,9537.8774,
2014,310000,上海市,6016.4283,6012.966,
2014,320000,江苏省,41938.6195,41552.7517,
2014,330000,浙江省,24262.769,23554.7626,
2014,340000,安徽省,21875.5779,21256.2939,
2014,350000,福建省,18177.8627,17869.755,
2014,360000,江西省,15079.2554,14646.3081,
2014,370000,山东省,42495.5478,41599.1323,
2014,410000,河南省,30782.169,30012.2847,
2014,420000,湖北省,22915.3003,22441.6718,
2014,430000,湖南省,21242.92,20548.5509,
2014,440000,广东省,26293.9336,25843.057,
2014,450000,广西壮族自治区,13843.2197,13287.609,
2014,460000,海南省,3112.232,3039.4555,
2014,500000,重庆市,12285.4154,12140.8336,
2014,510000,四川省,23318.5666,22662.1264,
2014,520000,贵州省,9025.7514,8778.4029,
2014,530000,云南省,11498.5346,11073.8123,
2014,540000,西藏自治区,1069.2315,1069.2315,
2014,610000,陕西省,17191.9249,16840.2739,
2014,620000,甘肃省,7884.131,7759.6316,
2014,630000,青海省,2861.228,2788.9116,
2014,640000,宁夏回族自治区,3173.7908,3093.9191,
2014,650000,新疆维吾尔自治区,9447.7419,9067.7912,
2015,142,中国,561999.8326,551590.0384,
2015,110000,北京市,7495.9934,7446.0198,
2015,120000,天津市,11831.9889,11814.5712,
2015,130000,河北省,29448.2706,28905.7383,
2015,140000,山西省,14074.1545,13744.5907,
2015,150000,内蒙古自治区,13702.2217,13529.1519,
2015,210000,辽宁省,17917.8936,17640.3698,
2015,220000,吉林省,12705.2873,12508.5936,
2015,230000,黑龙江省,10182.945,9884.2828,
2015,310000,上海市,6352.6996,6349.3886,
2015,320000,江苏省,46246.8689,45905.1694,
2015,330000,浙江省,27323.3247,26664.7156,
2015,340000,安徽省,24385.9684,23803.9289,
2015,350000,福建省,21301.377,20973.981,
2015,360000,江西省,17388.1278,16993.8969,
2015,370000,山东省,48312.437,47381.4559,
2015,410000,河南省,35660.3464,34951.283,
2015,420000,湖北省,26563.8963,26086.4157,
2015,430000,湖南省,25045.0778,24324.1707,
2015,440000,广东省,30343.0337,29950.4834,
2015,450000,广西壮族自治区,16227.7817,15654.947,
2015,460000,海南省,3451.2215,3355.4048,
2015,500000,重庆市,14353.2447,14208.1475,
2015,510000,四川省,25525.9,24965.5648,
2015,520000,贵州省,10945.5434,10676.703,
2015,530000,云南省,13500.6165,13069.3912,
2015,540000,西藏自治区,1295.6783,1295.6783,
2015,610000,陕西省,18582.2428,18231.0291,
2015,620000,甘肃省,8754.2269,8626.5969,
2015,630000,青海省,3210.6323,3144.1705,
2015,640000,宁夏回族自治区,3505.4465,3426.4227,
2015,650000,新疆维吾尔自治区,10813.0306,10525.4206,
2016,142,中国,606465.66,596500.752,
2016,110000,北京市,7943.8925,7888.6881,
2016,120000,天津市,12779.3878,12756.3593,
2016,130000,河北省,31750.0152,31340.0673,
2016,140000,山西省,14197.982,13859.351,
2016,150000,内蒙古自治区,15080.0136,14893.9635,
2016,210000,辽宁省,6692.2461,6436.3272,
2016,220000,吉林省,13923.1955,13773.1688,
2016,230000,黑龙江省,10648.3499,10432.5545,
2016,310000,上海市,6755.8846,6751.6768,
2016,320000,江苏省,49663.2102,49370.8521,
2016,330000,浙江省,30276.072,29571.0019,
2016,340000,安徽省,27033.3777,26577.3716,
2016,350000,福建省,23237.3508,22927.9901,
2016,360000,江西省,19694.2104,19378.6876,
2016,370000,山东省,53322.9388,52364.4936,
2016,410000,河南省,40415.0896,39753.9281,
2016,420000,湖北省,30011.6538,29503.8751,
2016,430000,湖南省,28353.3256,27688.4452,
2016,440000,广东省,33303.6406,32947.3005,
2016,450000,广西壮族自治区,18236.7817,17652.9486,
2016,460000,海南省,3890.4453,3747.0251,
2016,500000,重庆市,16048.0951,15931.7829,
2016,510000,四川省,28811.9544,28229.7872,
2016,520000,贵州省,13203.996,12929.1694,
2016,530000,云南省,16119.4004,15662.4894,
2016,540000,西藏自治区,1596.0488,1596.0488,
2016,610000,陕西省,20825.2532,20474.8521,
2016,620000,甘肃省,9663.9924,9534.1023,
2016,630000,青海省,3528.0548,3455.5124,
2016,640000,宁夏回族自治区,3794.2466,3709.0448,
2016,650000,新疆维吾尔自治区,10287.5299,9983.862,
2017,142,中国,641238.3855,631683.9637,
2017,110000,北京市,8370.436,8307.3349,
2017,120000,天津市,11288.9189,11274.6948,
2017,130000,河北省,33406.8021,33012.2314,
2017,140000,山西省,6040.5394,5722.1585,
2017,150000,内蒙古自治区,14013.1608,13827.8549,
2017,210000,辽宁省,6676.7399,6444.749,
2017,220000,吉林省,13283.887,13130.9042,
2017,230000,黑龙江省,11291.9794,11079.6526,
2017,310000,上海市,7246.6031,7240.9479,
2017,320000,江苏省,53277.0346,53000.2139,
2017,330000,浙江省,31696.0276,31125.9901,
2017,340000,安徽省,29275.0615,28816.3736,
2017,350000,福建省,26416.2773,26110.3418,
2017,360000,江西省,22085.339,21770.4331,
2017,370000,山东省,55202.7222,54236.0344,
2017,410000,河南省,44496.9341,43890.3572,
2017,420000,湖北省,32282.361,31872.5708,
2017,430000,湖南省,31959.2273,31328.0788,
2017,440000,广东省,37761.7454,37403.9119,
2017,450000,广西壮族自治区,20499.1106,19908.2715,
2017,460000,海南省,4244.4012,4125.3963,
2017,500000,重庆市,17537.0476,17440.5655,
2017,510000,四川省,31902.085,31235.8916,
2017,520000,贵州省,15503.8556,15288.0106,
2017,530000,云南省,18935.9862,18474.8903,
2017,540000,西藏自治区,1975.6006,1975.6006,
2017,610000,陕西省,23819.3779,23468.2076,
2017,620000,甘肃省,5827.7507,5696.3491,
2017,630000,青海省,3883.5539,3819.8617,
2017,640000,宁夏回族自治区,3728.3788,3640.1215,
2017,650000,新疆维吾尔自治区,12089.1177,11795.6405,
2018,142,中国,645675,635636,
2018,110000,北京市,,,
2018,120000,天津市,,,
2018,130000,河北省,,,
2018,140000,山西省,,,
2018,150000,内蒙古自治区,,,
2018,210000,辽宁省,,,
2018,220000,吉林省,,,
2018,230000,黑龙江省,,,
2018,310000,上海市,,,
2018,320000,江苏省,,,
2018,330000,浙江省,,,
2018,340000,安徽省,,,
2018,350000,福建省,,,
2018,360000,江西省,,,
2018,370000,山东省,,,
2018,410000,河南省,,,
2018,420000,湖北省,,,
2018,430000,湖南省,,,
2018,440000,广东省,,,
2018,450000,广西壮族自治区,,,
2018,460000,海南省,,,
2018,500000,重庆市,,,
2018,510000,四川省,,,
2018,520000,贵州省,,,
2018,530000,云南省,,,
2018,540000,西藏自治区,,,
2018,610000,陕西省,,,
2018,620000,甘肃省,,,
2018,630000,青海省,,,
2018,640000,宁夏回族自治区,,,
2018,650000,新疆维吾尔自治区,,,
2019,142,中国,560874.3,551478,
2019,110000,北京市,,,
2019,120000,天津市,,,
2019,130000,河北省,,,
2019,140000,山西省,,,
2019,150000,内蒙古自治区,,,
2019,210000,辽宁省,,,
2019,220000,吉林省,,,
2019,230000,黑龙江省,,,
2019,310000,上海市,,,
2019,320000,江苏省,,,
2019,330000,浙江省,,,
2019,340000,安徽省,,,
2019,350000,福建省,,,
2019,360000,江西省,,,
2019,370000,山东省,,,
2019,410000,河南省,,,
2019,420000,湖北省,,,
2019,430000,湖南省,,,
2019,440000,广东省,,,
2019,450000,广西壮族自治区,,,
2019,460000,海南省,,,
2019,500000,重庆市,,,
2019,510000,四川省,,,
2019,520000,贵州省,,,
2019,530000,云南省,,,
2019,540000,西藏自治区,,,
2019,610000,陕西省,,,
2019,620000,甘肃省,,,
2019,630000,青海省,,,
2019,640000,宁夏回族自治区,,,
2019,650000,新疆维吾尔自治区,,,
2020,142,中国,527270.3,518907,
2020,110000,北京市,,,
2020,120000,天津市,,,
2020,130000,河北省,,,
2020,140000,山西省,,,
2020,150000,内蒙古自治区,,,
2020,210000,辽宁省,,,
2020,220000,吉林省,,,
2020,230000,黑龙江省,,,
2020,310000,上海市,,,
2020,320000,江苏省,,,
2020,330000,浙江省,,,
2020,340000,安徽省,,,
2020,350000,福建省,,,
2020,360000,江西省,,,
2020,370000,山东省,,,
2020,410000,河南省,,,
2020,420000,湖北省,,,
2020,430000,湖南省,,,
2020,440000,广东省,,,
2020,450000,广西壮族自治区,,,
2020,460000,海南省,,,
2020,500000,重庆市,,,
2020,510000,四川省,,,
2020,520000,贵州省,,,
2020,530000,云南省,,,
2020,540000,西藏自治区,,,
2020,610000,陕西省,,,
2020,620000,甘肃省,,,
2020,630000,青海省,,,
2020,640000,宁夏回族自治区,,,
2020,650000,新疆维吾尔自治区,,,
2021,142,中国,552884.2,544547,
2021,110000,北京市,,,
2021,120000,天津市,,,
2021,130000,河北省,,,
2021,140000,山西省,,,
2021,150000,内蒙古自治区,,,
2021,210000,辽宁省,,,
2021,220000,吉林省,,,
2021,230000,黑龙江省,,,
2021,310000,上海市,,,
2021,320000,江苏省,,,
2021,330000,浙江省,,,
2021,340000,安徽省,,,
2021,350000,福建省,,,
2021,360000,江西省,,,
2021,370000,山东省,,,
2021,410000,河南省,,,
2021,420000,湖北省,,,
2021,430000,湖南省,,,
2021,440000,广东省,,,
2021,450000,广西壮族自治区,,,
2021,460000,海南省,,,
2021,500000,重庆市,,,
2021,510000,四川省,,,
2021,520000,贵州省,,,
2021,530000,云南省,,,
2021,540000,西藏自治区,,,
2021,610000,陕西省,,,
2021,620000,甘肃省,,,
2021,630000,青海省,,,
2021,640000,宁夏回族自治区,,,
2021,650000,新疆维吾尔自治区,,,
